Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
13,3.044522437723423,RL,4.248495242049359,9.470317173335742,Pave,IR2,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1962,1962,Hip,CompShg,HdBoard,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,ALQ,6.6039438246004725,Unf,0.0,5.170483995038151,6.816735880594968,GasA,TA,Y,SBrkr,6.816735880594968,0.0,0.0,6.816735880594968,1,0.0,1,0,2,0.6931471805599453,TA,4,Typ,0,,Detchd,1962.0,Unf,1,352,TA,TA,Y,4.948759890378168,0.0,0.0,0.0,5.176149732573829,0.0,0.0,9,2008,WD,Normal,144000
14,3.044522437723423,RL,4.5217885770490405,9.273596821611198,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,5.726847747587197,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,7.3098814858247865,7.3098814858247865,GasA,Ex,Y,SBrkr,7.3098814858247865,0.0,0.0,7.3098814858247865,0,0.0,2,0,3,0.6931471805599453,Gd,7,Typ,1,Gd,Attchd,2006.0,RFn,3,840,TA,TA,Y,5.081404364984463,3.5263605246161616,0.0,0.0,0.0,0.0,0.0,8,2007,New,Partial,279500
15,3.044522437723423,RL,4.248495242049359,9.298442820197728,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,MetalSd,MetalSd,BrkFace,5.3612921657094255,TA,TA,CBlock,TA,TA,No,BLQ,6.598509028614515,Unf,0.0,6.255750041753367,7.134093721192866,GasA,TA,Y,SBrkr,7.134093721192866,0.0,0.0,7.134093721192866,1,0.0,1,1,2,0.6931471805599453,TA,5,Typ,1,Fa,Attchd,1960.0,RFn,1,352,TA,TA,Y,0.0,5.365976015021851,5.176149732573829,0.0,0.0,0.0,0.0,5,2008,WD,Normal,157000
16,3.828641396489095,RM,3.9512437185814275,8.71948076085107,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,7,8,1929,2001,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.725033642166843,6.725033642166843,GasA,Ex,Y,FuseA,6.75110146893676,0.0,0.0,6.75110146893676,0,0.0,1,0,2,0.6931471805599453,TA,5,Typ,0,,Detchd,1991.0,Unf,2,576,TA,TA,Y,3.8918202981106265,4.727387818712341,0.0,0.0,0.0,0.0,0.0,7,2007,WD,Normal,132000
17,3.044522437723423,RL,4.248495242049359,9.32741204356202,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,7,1970,1970,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,5.198497031265826,TA,TA,CBlock,TA,TA,No,ALQ,6.361302477572996,Unf,0.0,6.056784013228625,6.912742820493176,GasA,Ex,Y,SBrkr,6.912742820493176,0.0,0.0,6.912742820493176,1,0.0,1,0,2,0.6931471805599453,TA,5,Typ,1,TA,Attchd,1970.0,Fin,2,480,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,6.55250788703459,3,2010,WD,Normal,149000
18,4.51085950651685,RL,4.290459441148391,9.286560397887591,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,Slab,,,,,0.0,,0.0,0.0,0.0,GasA,TA,Y,SBrkr,7.167809184316444,0.0,0.0,7.167809184316444,0,0.0,2,0,2,1.0986122886681098,TA,6,Typ,0,,CarPort,1967.0,Unf,2,516,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,6.2166061010848646,10,2006,WD,Normal,90000
19,3.044522437723423,RL,4.204692619390966,9.524859098381523,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,TA,TA,No,GLQ,6.472346294500901,Unf,0.0,6.150602768446279,7.016609683894219,GasA,Ex,Y,SBrkr,7.016609683894219,0.0,0.0,7.016609683894219,1,0.0,1,1,3,0.6931471805599453,Gd,6,Typ,0,,Detchd,2004.0,Unf,2,576,TA,TA,Y,0.0,4.634728988229636,0.0,0.0,0.0,0.0,0.0,6,2008,WD,Normal,159000
20,3.044522437723423,RL,4.2626798770413155,8.93075873555827,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1965,Hip,CompShg,BrkFace,Plywood,,0.0,TA,TA,CBlock,TA,TA,No,LwQ,6.22455842927536,Unf,0.0,6.26530121273771,6.937314081223682,GasA,TA,Y,SBrkr,7.200424892944957,0.0,0.0,7.200424892944957,0,0.0,1,0,3,0.6931471805599453,TA,6,Min1,0,,Attchd,1958.0,Unf,1,294,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2009,COD,Abnorml,139000
21,4.110873864173311,RL,4.624972813284271,9.562123369834488,Pave,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,5.942799375126701,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,7.055312843339752,7.055312843339752,GasA,Ex,Y,SBrkr,7.055312843339752,7.105786129481271,0.0,7.773594467360194,0,0.0,3,1,4,0.6931471805599453,Gd,9,Typ,1,Gd,BuiltIn,2005.0,RFn,3,853,TA,TA,Y,5.484796933490655,5.043425116919247,0.0,0.0,0.0,0.0,0.0,11,2006,New,Partial,325300
22,3.828641396489095,RM,4.060443010546419,8.915969311373605,Pave,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,7,7,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,6.45833828334479,6.45833828334479,GasA,Ex,Y,FuseF,7.011213987350367,0.0,0.0,7.011213987350367,0,0.0,1,0,3,0.6931471805599453,Gd,6,Typ,1,Gd,Attchd,1930.0,Unf,1,280,TA,TA,N,0.0,0.0,5.327876168789581,0.0,0.0,0.0,0.0,6,2007,WD,Normal,139400
23,3.044522437723423,RL,4.330733340286331,9.184304357425342,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,BrkFace,5.641907070938114,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,7.48324441607385,7.48324441607385,GasA,Ex,Y,SBrkr,7.493317248862145,0.0,0.0,7.493317248862145,0,0.0,2,0,3,0.6931471805599453,Gd,7,Typ,1,Gd,Attchd,2002.0,RFn,2,534,TA,TA,Y,5.147494476813453,5.075173815233827,0.0,0.0,0.0,0.0,0.0,9,2008,WD,Normal,230000
24,4.795790545596741,RM,3.8066624897703196,8.348774539791274,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,7,1976,1976,Gable,CompShg,CemntBd,CmentBd,,0.0,TA,TA,PConc,Gd,TA,No,GLQ,6.734591659972948,Unf,0.0,5.303304908059076,6.947937068614969,GasA,TA,Y,SBrkr,6.966967138613983,0.0,0.0,6.966967138613983,1,0.0,1,0,3,0.6931471805599453,TA,6,Typ,1,TA,Attchd,1976.0,Unf,2,572,TA,TA,Y,4.61512051684126,4.709530201312334,0.0,0.0,0.0,0.0,0.0,6,2007,WD,Normal,129900
25,3.044522437723423,RL,4.248495242049359,9.017604776833355,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,8,1968,2001,Gable,CompShg,Plywood,Plywood,,0.0,TA,Gd,CBlock,TA,TA,Mn,Rec,5.241747015059643,ALQ,6.505784060128229,5.3230099791384085,6.966967138613983,GasA,Ex,Y,SBrkr,6.966967138613983,0.0,0.0,6.966967138613983,1,0.0,1,0,3,0.6931471805599453,Gd,6,Typ,1,TA,Attchd,1968.0,Unf,1,270,TA,TA,Y,6.008813185442595,4.51085950651685,0.0,0.0,0.0,0.0,0.0,5,2010,WD,Normal,154000
26,3.044522437723423,RL,4.709530201312334,9.56317796268366,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,6.46302945692067,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,7.356918242356021,7.356918242356021,GasA,Ex,Y,SBrkr,7.3783837129967145,0.0,0.0,7.3783837129967145,0,0.0,2,0,3,0.6931471805599453,Gd,7,Typ,1,Gd,Attchd,2007.0,RFn,3,890,TA,TA,Y,0.0,4.04305126783455,0.0,0.0,0.0,0.0,0.0,7,2009,WD,Normal,256300
27,3.044522437723423,RL,4.110873864173311,8.881975184248867,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,2000,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,TA,TA,CBlock,TA,TA,Mn,BLQ,5.459585514144159,Rec,6.18826412308259,5.198497031265826,6.803505257608338,GasA,TA,Y,SBrkr,6.803505257608338,0.0,0.0,6.803505257608338,0,0.6931471805599453,1,0,3,0.6931471805599453,Gd,5,Typ,0,,Detchd,2005.0,Unf,2,576,TA,TA,Y,5.407171771460119,3.4965075614664802,0.0,0.0,0.0,0.0,0.0,5,2010,WD,Normal,134800
28,3.044522437723423,RL,4.59511985013459,9.348274558065496,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,5.303304908059076,Gd,TA,PConc,Ex,TA,No,GLQ,7.105786129481271,Unf,0.0,6.18826412308259,7.4413203897176174,GasA,Ex,Y,SBrkr,7.4413203897176174,0.0,0.0,7.4413203897176174,1,0.0,2,0,3,0.6931471805599453,Gd,7,Typ,1,Gd,Attchd,2008.0,RFn,3,772,TA,TA,Y,0.0,3.9318256327243257,0.0,0.0,0.0,0.0,0.0,5,2010,WD,Normal,306000
29,3.044522437723423,RL,3.871201010907891,9.700269170029188,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1957,1997,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,CBlock,TA,TA,Gd,BLQ,7.15305163493748,Unf,0.0,5.337538079701318,7.3031700512368,GasA,TA,Y,SBrkr,7.3783837129967145,0.0,0.0,7.3783837129967145,1,0.0,1,0,2,0.6931471805599453,TA,6,Typ,2,Gd,Attchd,1957.0,RFn,1,319,TA,TA,Y,5.666426688112432,5.556828061699537,0.0,0.0,0.0,0.0,0.0,12,2006,WD,Normal,207500
30,3.4339872044851463,RM,4.110873864173311,8.752265313595721,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,RRNn,1Fam,1Story,4,6,1927,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.255750041753367,6.255750041753367,GasA,Fa,N,SBrkr,6.255750041753367,0.0,0.0,6.255750041753367,0,0.0,1,0,1,0.6931471805599453,Fa,4,Typ,0,,Detchd,1920.0,Unf,1,240,Fa,TA,Y,3.912023005428146,0.0,4.477336814478207,0.0,0.0,0.0,0.0,5,2008,WD,Normal,68500
31,4.2626798770413155,C (all),3.9318256327243257,9.04793908261736,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Feedr,Norm,1Fam,2Story,4,4,1920,1950,Gambrel,CompShg,BrkFace,BrkFace,,0.0,TA,Fa,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,6.476972362889683,6.476972362889683,GasA,TA,N,SBrkr,6.476972362889683,6.505784060128229,0.0,7.183870715062453,0,0.0,1,0,3,0.6931471805599453,TA,6,Typ,0,,Detchd,1920.0,Unf,1,250,TA,Fa,N,0.0,4.007333185232471,5.153291594497779,0.0,0.0,0.0,0.0,7,2008,WD,Normal,40000
32,3.044522437723423,RL,4.248495242049359,9.053101595549691,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1966,2006,Gable,CompShg,HdBoard,HdBoard,,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,7.113956109566034,7.113956109566034,GasA,Gd,Y,SBrkr,7.113956109566034,0.0,0.0,7.113956109566034,0,0.0,1,1,3,0.6931471805599453,Gd,6,Typ,0,,Attchd,1966.0,Unf,1,271,TA,TA,Y,0.0,4.189654742026425,0.0,0.0,0.0,0.0,0.0,6,2008,WD,Normal,149350
33,3.044522437723423,RL,4.454347296253507,9.3101857069459,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,7.118826249062078,7.118826249062078,GasA,Ex,Y,SBrkr,7.118826249062078,0.0,0.0,7.118826249062078,0,0.0,2,0,3,0.6931471805599453,Gd,7,Typ,0,,Attchd,2007.0,RFn,2,484,TA,TA,Y,0.0,3.4339872044851463,0.0,0.0,0.0,0.0,0.0,1,2008,WD,Normal,179900
34,3.044522437723423,RL,4.2626798770413155,9.26416545867109,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,BrkFace,,0.0,TA,TA,CBlock,TA,TA,No,Rec,6.926577033222725,Unf,0.0,5.942799375126701,7.243512974665482,GasA,Gd,Y,SBrkr,7.438971592395862,0.0,0.0,7.438971592395862,0,0.6931471805599453,1,1,4,0.6931471805599453,Gd,6,Typ,1,Gd,Attchd,1959.0,RFn,2,447,TA,TA,Y,0.0,3.6635616461296463,0.0,0.0,0.0,0.0,0.0,4,2010,WD,Normal,165500
35,4.795790545596741,RL,4.110873864173311,8.897545598709327,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,BrkFace,5.5093883366279774,Ex,TA,PConc,Ex,TA,No,GLQ,7.050989447068045,Unf,0.0,6.013715156042802,7.3537223303996315,GasA,Ex,Y,SBrkr,7.3537223303996315,0.0,0.0,7.3537223303996315,1,0.0,2,0,2,0.6931471805599453,Ex,6,Typ,1,Gd,Attchd,2005.0,Fin,2,556,TA,TA,Y,5.318119993844216,3.871201010907891,0.0,0.0,0.0,0.0,0.0,8,2007,WD,Normal,277500
36,4.110873864173311,RL,4.6913478822291435,9.504426892100957,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Stone,4.890349128221754,Gd,TA,PConc,Ex,TA,Av,Unf,0.0,Unf,0.0,7.0192966537150445,7.0192966537150445,GasA,Ex,Y,SBrkr,7.0326242610280065,7.186144304522325,0.0,7.8050670442584895,0,0.0,3,1,4,0.6931471805599453,Gd,9,Typ,1,Gd,BuiltIn,2004.0,Fin,3,691,TA,TA,Y,4.736198448394496,3.4965075614664802,0.0,0.0,0.0,0.0,0.0,9,2006,WD,Normal,309000
37,3.044522437723423,RL,4.727387818712341,9.292841593487926,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,7.001245622069476,7.001245622069476,GasA,Ex,Y,SBrkr,7.001245622069476,0.0,0.0,7.001245622069476,0,0.0,1,1,3,0.6931471805599453,TA,6,Typ,0,,Attchd,1995.0,Unf,2,672,TA,TA,Y,5.973809611869261,4.174387269895637,0.0,0.0,0.0,0.0,0.0,6,2009,WD,Normal,145000
38,3.044522437723423,RL,4.31748811353631,9.051696278536586,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1990,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,6.478509642208569,TA,TA,CBlock,TA,TA,No,Rec,7.101675971619444,Unf,0.0,4.442651256490317,7.168579897264035,GasA,Gd,Y,SBrkr,7.168579897264035,0.0,0.0,7.168579897264035,0,0.6931471805599453,1,0,3,0.6931471805599453,TA,5,Typ,1,TA,Attchd,1954.0,Fin,2,498,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2009,WD,Normal,153000
39,3.044522437723423,RL,4.23410650459726,8.977525200965243,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,2007,Gable,CompShg,VinylSd,VinylSd,,0.0,TA,Gd,CBlock,TA,TA,No,GLQ,6.595780513961311,Unf,0.0,5.7899601708972535,6.964135612418245,GasA,TA,Y,SBrkr,6.964135612418245,0.0,0.0,6.964135612418245,1,0.0,1,0,3,0.6931471805599453,Gd,5,Typ,0,,Detchd,1953.0,Unf,1,246,TA,TA,Y,0.0,3.970291913552122,0.0,0.0,0.0,0.0,0.0,1,2010,WD,Abnorml,109000
